"TIPO CICLO";"TEST.DI.TENUTA";"TEMPERATURA";"temp.3";"temp.2";"temp.1";"t.9";"t.8";"t.7";"t.6";"t.5";"t.4";"t.32";"t.31";"t.30";"t.3";"t.29";"t.28";"t.27";"t.26";"t.25";"t.24";"t.23";"t.22";"t.21";"t.20";"t.2";"t.19";"t.18";"t.17";"t.16";"t.15";"t.14";"t.13";"t.12";"t.11";"t.10";"t.1";"STERILIZZAZIONE.DINAMICA";"SCARICO";"RISCIACQUO";"PULSANTE.STOP";"PRELEVATO.DA";"NUMERO CICLO";"MISCELAZIONE";"INIZIO CICLO";"FINE.CICLO";"DISINFEZIONE";"DETERSIONE";"CICLO REGOLARE";"CARICO.STERILIZZANTE.2";"CARICO.STERILIZZANTE.1";"CARICO.DETERGENTE";"CARICO.ACQUA";"CAMBIO.TANICA";"ASCIUGATURA";"Allarme.valvole.ingresso.acqua";"Allarme.time.out.scarico.sterilizzante.1";"Allarme.time.out.carico.sterilizzante.1";"Allarme.time.out.carico.acqua";"Allarme.test.di.tenuta";"Allarme.temperatura.minima.acqua";"Allarme.temperatura.massima.acqua";"Allarme.sovrappressione.test.di.tenuta";"Allarme.sensore.giri.spruzzatore";"Allarme.scarico";"Allarme.pressione.minima.test.di.tenuta";"Allarme.pressione.minima.aria";"Allarme.pressione.massima.aria";"Allarme.pressione.acqua";"Allarme.perdita.liquido";"Allarme.canale.7.otturato";"Allarme.canale.7.disconnesso";"Allarme.canale.6.scollegato";"Allarme.canale.6.otturato";"Allarme.canale.5.scollegato";"Allarme.canale.5.otturato";"Allarme.canale.4.scollegato";"Allarme.canale.4.otturato";"Allarme.canale.3.scollegato";"Allarme.canale.3.otturato";"Allarme.canale.2.scollegato";"Allarme.canale.2.otturato";"Allarme.canale.1.scollegato";"Allarme.canale.1.otturato";"Allarme.apertura.vasca";"ALCOOL";"Alarm.spray.arm";"Alarm.selfdisinfection.flow"
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"68";"44";"80";"102";"27";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"327";"191";"108";"53";"60";"185";"109";"53";"106";"608";"46";"39";"7";"96";"90";"0";"1";"1";"1";NA;"1";"4201";NA;"02/07/2018 13:57:28";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"68";"44";"80";"102";"26";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"142";"191";"108";"53";"61";"181";"108";"52";"106";"608";"47";"39";"7";"96";"90";"0";"1";"1";"1";NA;"1";"4202";NA;"02/07/2018 14:49:19";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"128";"44";"80";"102";"27";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"21";"191";"129";"52";"61";"186";"129";"53";"105";"608";"47";"38";"7";"96";"91";"0";"1";"1";"1";NA;"1";"4203";NA;"02/07/2018 15:58:24";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"27";"111";"602";"68";"48";"28";"20";NA;NA;NA;"88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"80";"81";"115";"44";"0";NA;"1";"1";NA;NA;"4204";"1";"03/07/2018 07:48:02";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"53";"111";"608";"48";"28";"20";NA;NA;NA;"87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;"125";"160";"108";"0";"1";"1";"1";NA;"1";"4205";NA;"03/07/2018 08:29:08";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"98";"44";"75";"103";"25";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"28";"146";"93";"52";"60";"186";"109";"53";"106";"608";"46";"40";"7";"97";"90";"0";"1";"1";"1";NA;"1";"4206";NA;"03/07/2018 11:10:07";"1";NA;"1";0;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"98";"44";"81";"102";"26";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;"315";"151";"0";"93";"52";"60";"186";"108";"53";"106";"608";"46";"40";"7";"95";"86";"0";"1";"1";"1";NA;"1";"4207";NA;"03/07/2018 11:47:48";"1";NA;"1";0;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"23";"53";"106";"608";"46";"28";"19";NA;NA;NA;"86";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;"264";"174";"108";"0";"1";"1";"1";NA;"1";"4208";NA;"03/07/2018 12:53:43";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"129";"43";"81";"100";"28";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"173";"204";"128";"53";"60";"187";"128";"53";"111";"608";"46";"39";"7";"96";"91";"0";"1";"1";"1";NA;"1";"4209";NA;"03/07/2018 13:41:43";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"23";"52";"106";"608";"47";"30";"17";NA;NA;NA;"87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;"221";"160";"108";"0";"1";"1";"1";NA;"1";"4210";NA;"03/07/2018 14:47:41";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"27";"112";"601";"68";"48";"28";"20";NA;NA;NA;"88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"79";"81";"115";"44";"0";NA;"1";"1";NA;NA;"4211";"1";"04/07/2018 08:23:27";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"54";"111";"608";"48";"28";"19";NA;NA;NA;"88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;"67";"165";"108";"0";"1";"1";"1";NA;"1";"4212";NA;"04/07/2018 09:33:40";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"24";"53";"111";"608";"48";"30";"18";NA;NA;NA;"87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;"327";"160";"108";"0";"1";"1";"1";NA;"1";"4213";NA;"04/07/2018 10:01:25";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;NA;"25";NA;"168";"368";"36";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"4214";NA;"04/07/2018 12:33:59";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"99";"44";"75";"102";"26";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"406";"199";"108";"52";"60";"186";"109";"53";"106";"608";"45";"42";"5";"98";"91";"0";"1";"1";"1";NA;"1";"4215";NA;"04/07/2018 12:47:59";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"129";"43";"81";"101";"28";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"66";"199";"129";"52";"60";"186";"129";"53";"106";"608";"45";"39";"8";"95";"91";"0";"1";"1";"1";NA;"1";"4216";NA;"04/07/2018 13:37:23";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"129";"42";"81";"102";"27";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"76";"199";"128";"53";"61";"186";"129";"52";"106";"608";"46";"41";"6";"97";"91";"0";"1";"1";"1";NA;"1";"4217";NA;"04/07/2018 14:22:54";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"29";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"67";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"4218";NA;"04/07/2018 15:06:19";"1";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"28";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"67";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"4219";NA;"04/07/2018 15:24:30";"1";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"129";"45";"80";"102";"27";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"225";"204";"129";"52";"60";"186";"129";"53";"111";"609";"45";"41";"7";"97";"90";"0";"1";"1";"1";NA;"1";"4220";NA;"04/07/2018 15:27:18";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"22";"129";"44";"80";"102";"27";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"2497";"203";"129";"52";"61";"187";"128";"53";"106";"608";"46";"41";"6";"97";"90";"0";"1";"1";"1";NA;"1";"4221";NA;"04/07/2018 16:14:49";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"27";"111";"602";"72";"48";"29";"19";NA;NA;NA;"88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"80";"81";"114";"45";"0";NA;"1";"1";NA;NA;"4222";"1";"05/07/2018 08:18:19";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"24";"69";"44";"81";"101";"27";"16";NA;NA;NA;"41";NA;NA;NA;NA;NA;NA;"236";"204";"108";"53";"60";"186";"108";"53";"111";"609";"44";"43";"6";"97";"91";"0";"1";"1";"1";NA;"1";"4223";NA;"05/07/2018 09:11:08";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"68";"44";"80";"101";"27";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"154";"198";"108";"54";"61";"181";"108";"53";"106";"608";"46";"42";"5";"98";"86";"0";"1";"1";"1";NA;"1";"4224";NA;"05/07/2018 09:56:36";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"68";"44";"80";"101";"27";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"203";"199";"108";"52";"61";"186";"109";"52";"111";"608";"44";"41";"6";"98";"91";"0";"1";"1";"1";NA;"1";"4225";NA;"05/07/2018 10:48:53";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"69";"44";"80";"102";"27";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"159";"204";"108";"52";"54";"186";"108";"53";"106";"608";"45";"37";"4";"98";"90";"0";"1";"1";"1";NA;"1";"4226";NA;"05/07/2018 12:58:59";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"98";"44";"76";"102";"26";"15";NA;NA;NA;"39";"85";"205";"108";"52";"186";"108";"53";"106";"609";"45";"55";"48";"1";"18";"179";"1";"122";"98";"90";"103";"91";"0";"1";"1";"1";NA;"1";"4227";NA;"05/07/2018 13:42:23";"1";NA;"1";1;"1";"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"68";"43";"81";"102";"26";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"76";"204";"108";"52";"54";"186";"109";"53";"106";"608";"47";"38";"10";"93";"91";"0";"1";"1";"1";NA;"1";"4228";NA;"05/07/2018 14:47:49";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"27";"111";"602";"68";"47";"28";"21";NA;NA;NA;"84";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"80";"81";"114";"46";"0";NA;"1";"1";NA;NA;"4229";"1";"06/07/2018 07:18:57";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"24";"54";"111";"609";"48";"25";"23";NA;NA;NA;"85";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;"236";"160";"108";"0";"1";"1";"1";NA;"1";"4230";NA;"06/07/2018 08:29:25";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"69";"46";"80";"100";"28";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"200";"198";"108";"52";"61";"186";"108";"54";"106";"608";"46";"38";"10";"95";"90";"0";"1";"1";"1";NA;"1";"4231";NA;"06/07/2018 09:39:30";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"99";"43";"81";"100";"28";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"61";"201";"108";"53";"60";"181";"109";"54";"106";"608";"46";"40";"9";"94";"90";"0";"1";"1";"1";NA;"1";"4232";NA;"06/07/2018 10:28:02";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"68";"44";"75";"101";"27";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"36";"196";"108";"55";"60";"181";"108";"53";"107";"608";"46";"38";"9";"93";"91";"0";"1";"1";"1";NA;"1";"4233";NA;"06/07/2018 11:41:35";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"68";"44";"76";"101";"27";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"533";"192";"109";"54";"56";"186";"108";"54";"106";"608";"45";"39";"9";"94";"91";"0";"1";"1";"1";NA;"1";"4234";NA;"06/07/2018 12:47:58";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"68";"44";"81";"101";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;"71";"96";"47";"46";"38";"9";"94";"91";"0";"1";"1";"1";NA;"1";"4235";NA;"06/07/2018 13:37:18";"1";NA;"1";0;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"68";"44";"81";"101";"27";"16";NA;NA;NA;"38";NA;NA;NA;NA;NA;NA;"1409";"191";"108";"53";"61";"187";"108";"53";"106";"609";"45";"39";"8";"94";"91";"0";"1";"1";"1";NA;"1";"4236";NA;"06/07/2018 14:00:40";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"23";"54";"107";"608";"48";"28";"19";NA;NA;NA;"87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;"5";"157";"128";"0";"1";"1";"1";NA;"1";"4237";NA;"06/07/2018 15:15:51";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"22";"53";"106";"608";"47";"25";"22";NA;NA;NA;"84";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;"62";"156";"159";"0";"1";"1";"1";NA;"1";"4238";NA;"06/07/2018 15:44:27";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"128";"44";"81";"101";"27";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"31";"192";"129";"54";"60";"187";"128";"54";"106";"608";"46";"36";"10";"93";"91";"0";"1";"1";"1";NA;"1";"4239";NA;"06/07/2018 16:12:51";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"22";"68";"44";"76";"100";"28";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"344";"192";"108";"53";"54";"187";"108";"53";"111";"608";"46";"38";"8";"93";"91";"0";"1";"1";"1";NA;"1";"4240";NA;"06/07/2018 16:55:21";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"24";"53";"111";"609";"46";"27";"20";NA;NA;NA;"86";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;"61";"159";"109";"0";"1";"1";"1";NA;"1";"4241";NA;"06/07/2018 18:30:59";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"30";"112";"601";"69";"47";"25";"23";NA;NA;NA;"87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"79";"81";"115";"45";"0";NA;"1";"1";NA;NA;"4242";"1";"09/07/2018 07:24:31";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"25";"68";"45";"81";"100";"28";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"21";"203";"108";"53";"61";"187";"108";"54";"111";"608";"47";"38";"8";"96";"91";"0";"1";"1";"1";NA;"1";"4243";NA;"09/07/2018 09:50:58";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"22";"69";"46";"80";"101";"28";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"185";"203";"108";"54";"60";"186";"108";"54";"106";"608";"47";"36";"9";"95";"91";"0";"1";"1";"1";NA;"1";"4244";NA;"09/07/2018 10:40:18";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
