"INIZIO CICLO";"TIPO CICLO";"NUMERO SERIALE";"STRUMENTO";"CATEGORIA";"MATRICOLA";"IDENTIFICATIVO";"OPERATORE";"NUMERO CICLO";"ALLARMI";"testo";"ESITO CICLO"
2018-05-10 10:18:40;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1570STK";"LARINGOSCOPIO";"-O- G120029";"20";"N.R.";"3924";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-10 12:58:21;"STERILIZZAZIONE COMPLETA";"6-0014";"TJF-Q180V";"Duodenoscope";"2720981";"19";"B.M.";"3925";"Allarme canale 4 otturato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:26°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO Allarme canale 4 otturato FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2018-05-10 13:38:57;"STERILIZZAZIONE COMPLETA";"6-0014";"TJF-Q180V";"Duodenoscope";"2720981";"19";"B.M.";"3926";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-10 15:16:26;"STERILIZZAZIONE COMPLETA";"6-0014";"VNL-1170 K";"LARINGOSCOPIO";"-O- G120201";"21";"B.L.";"3927";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-10 16:30:35;"STERILIZZAZIONE COMPLETA";"6-0014";"TJF-160VR";"DUODENOSCOPIO";"2902717";"08";"B.L.";"3928";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-11 08:23:57;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"B.M.";"3929";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:26°C CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-11 09:49:44;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"-B- G121641";"22";"B.M.";"3930";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-11 10:47:33;" STERILIZZAZIONE VELOCE";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120511";"24";"B.M.";"3931";"Nessun allarme rilevato";"TIPO CICLO:  STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-11 11:24:26;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120516";"23";"B.M.";"3932";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-11 13:12:32;" STERILIZZAZIONE VELOCE";"6-0014";"FI-10BS";"FIBROSCOPIO";"-BO- G111400";"BLOCCO OP.";"B.M.";"3933";"Nessun allarme rilevato";"TIPO CICLO:  STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-11 13:45:38;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"-B- G121641";"22";"M.F.";"3934";"Allarme canale 3 scollegato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:23°C Allarme canale 3 scollegato Allarme canale 5 scollegato FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2018-05-11 13:58:24;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"-B- G121641";"22";"M.F.";"3935";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-11 14:41:37;"STERILIZZAZIONE COMPLETA";"6-0014";"FI-16BS";"FIBROSCOPIO";"-BO- G111106";"BLOCCO OP.";"M.F.";"3936";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:22°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-14 08:27:56;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"B.M.";"3937";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:27°C CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-15 07:19:36;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"V.M.L.";"3938";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:28°C CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-15 09:24:32;"STERILIZZAZIONE COMPLETA";"6-0014";"FNL-15RP3";"LARINGOSCOPIO";"-O- G111064";"ROSA ROSSA OTORINO";"M.F.";"3939";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:26°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-15 11:28:32;"STERILIZZAZIONE COMPLETA";"6-0014";"FI-10BS";"FIBROSCOPIO";"-BO- G111400";"BLOCCO OP.";"M.M.";"3940";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-15 13:21:57;"STERILIZZAZIONE COMPLETA";"6-0014";"FI-16BS";"FIBROSCOPIO";"-BO- G111106";"BLOCCO OP.";"M.M.";"3941";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA TEMPERATURA:25°C CAMBIO TANICA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-16 08:31:00;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"M.M.";"3942";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:27°C CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-16 09:25:11;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"-B- G121641";"22";"S.C.";"3943";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:26°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-16 10:35:51;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120516";"23";"S.C.";"3944";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-16 11:31:42;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120511";"24";"M.M.";"3945";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-16 13:09:14;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120516";"23";"M.M.";"3946";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-16 13:56:56;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"-B- G121641";"22";"M.M.";"3947";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:23°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-17 08:29:01;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"B.M.";"3948";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:27°C CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-17 13:04:17;"STERILIZZAZIONE COMPLETA";"6-0014";"TJF-160VR";"DUODENOSCOPIO";"2902717";"08";"M.M.";"3949";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-17 17:36:44;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"T205";"3950";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA PULSANTE STOP FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2018-05-17 17:37:38;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"T205";"3951";"Allarme perdita liquido";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA Allarme perdita liquido FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2018-05-17 17:48:21;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"";"3952";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 CARICO STERILIZZANTE 2 TEMPERATURA:28°C MISCELAZIONE DISINFEZIONE (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 08:27:35;"STERILIZZAZIONE COMPLETA";"6-0014";"CF-Q180AI";"COLONSCOPIO";"2801344";"09";"N.R.";"3953";"Allarme canale 7 disconnesso";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:27°C Allarme canale 7 disconnesso FINE CICLO CICLO IRREGOLARE";"CICLO IRREGOLARE"
2018-05-18 08:38:46;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"C.G.";"3954";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:27°C CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 09:46:41;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"-B- G121641";"22";"N.R.";"3955";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 10:34:26;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120511";"24";"E.C.A.";"3956";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 11:17:45;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120516";"23";"E.C.A.";"3957";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 12:50:09;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"-B- G121641";"22";"M.M.";"3958";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 13:42:38;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120511";"24";"N.R.";"3959";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 14:27:20;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120511";"24";"E.C.A.";"3960";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 15:28:25;" STERILIZZAZIONE VELOCE";"6-0014";"FI-10BS";"FIBROSCOPIO";"-BO- G111400";"BLOCCO OP.";"E.C.A.";"3961";"Nessun allarme rilevato";"TIPO CICLO:  STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-18 16:08:56;" STERILIZZAZIONE VELOCE";"6-0014";"FI-16BS";"FIBROSCOPIO";"-BO- G111106";"BLOCCO OP.";"E.C.A.";"3962";"Nessun allarme rilevato";"TIPO CICLO:  STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-21 08:35:33;"AUTOSANIFICAZIONE";"6-0014";"0";"0";"";"0";"B.M.";"3963";"Nessun allarme rilevato";"TIPO CICLO: AUTOSANIFICAZIONE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:26°C CARICO STERILIZZANTE 2 MISCELAZIONE DISINFEZIONE (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO ASCIUGATURA FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-21 09:06:57;" STERILIZZAZIONE VELOCE";"6-0014";"GIF-ITQ160";"GASTROSCOPIO";"2002178";"14";"B.M.";"3964";"Nessun allarme rilevato";"TIPO CICLO:  STERILIZZAZIONE VELOCE TEST DI TENUTA CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:26°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-21 10:15:11;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120516";"23";"B.M.";"3965";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:25°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-21 10:58:03;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1970K";"BRONCOSCOPIO";"-B- G120511";"24";"E.V.I.";"3966";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:24°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
2018-05-21 11:51:32;"STERILIZZAZIONE COMPLETA";"6-0014";"EB-1570K";"BRONCOSCOPIO";"-B- G121641";"22";"M.M.";"3967";"Nessun allarme rilevato";"TIPO CICLO: STERILIZZAZIONE COMPLETA TEST DI TENUTA CARICO ACQUA CARICO DETERGENTE DETERSIONE (120s) TEMPERATURA:25°C SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA CARICO STERILIZZANTE 1 TEMPERATURA:24°C CARICO STERILIZZANTE 2 STERILIZZAZIONE DINAMICA (600s) SCARICO CARICO ACQUA RISCIACQUO SCARICO CARICO ACQUA RISCIACQUO SCARICO FINE CICLO CICLO REGOLARE";"CICLO REGOLARE"
